Address1,Address2,Style,Price,Beds,Baths,Sqft
2020-2024 Baldwin St,"Van Buren, AR 72956",Apartment,595,2,1,
360 Hollingsworth Ave Unit 606,"Rainbow City, AL 35906",Apartment,1100,2,2,1400
1598 Weyland Dr,"North Richland Hills, TX 76180",Condo/Townhome,1076,1,1,570
110 Harris St,"Goodlettsville, TN 37072",Apartment,1344,1,1,740
1601 Weyland Dr # 1-1008,"North Richland Hills, TX 76180",Apartment,1738,2,2,1146
3417 Sweetwater Way,"Sherman, TX 75090",House,2300,4,2,1583
940-552-2442 4125 Augusta,"Vernon, TX 76384",Apartment,628,2,2,826
2318 Highway 82 S,"Shelbyville, TN 37160",House,2250,3,2,2600
11925 S 2 Mile Rd,"Dexter, MO 63841",Apartment,695,2,1,896
1411 Rogers Ave,"Fort Smith, AR 72901",Apartment,Contact For Price,Studio - 2,1,440 - 645
779 S Rupple Rd Unit 2,"Fayetteville, AR 72704",Other,2400,3,3.5,1738
419 S 18th St Unit A,"Fort Smith, AR 72901",House,900,2,2,900
914 Allison St,"Jacksonville, FL 32254",House,1420,3,2,1395
811 Brassie Ln Apt G,"Glen Allen, VA 23059",House,1700,2,2,1150
786 Lariat St Unit C,"Springdale, AR 72764",Townhome,1295,3,2.5,1441
6200 Crescent St,"North Richland Hills, TX 76180",Townhome,2385,2,2.5,1372
6715 Buenos Aires Dr # 1013,"North Richland Hills, TX 76180",Apartment,1317,2,1,855
222 Shortreed St,"Jacksonville, FL 32254",House,995,2,1,663
5813 Ellison Ave,"Haltom City, TX 76117",House,1200,1,1,1432
5132 Ash St,"Omaha, NE 68137",House,1500,2,1,850
3600 W Player Ln,"Fayetteville, AR 72704",Apartment,1100,2,2,1178
297 E Compass Way,"Easley, SC 29640",Townhome,1749,3,2.5,1634
1528 George St,"Logansport, IN 46947",Apartment,750,3,1,
6021 Parker Blvd,"North Richland Hills, TX 76180",Apartment,1510,1,1,702
1811 N D St,"Fort Smith, AR 72901",House,1095,2,1,952
1601 Weyland Dr # 1-2106,"North Richland Hills, TX 76180",Apartment,1595,2,2,1146
3302 N Dixieland Rd,"Rogers, AR 72756",Apartment,1597,3,3.5,1880
1406 Oriole St,"Springdale, AR 72764",Apartment,1119,2,1,800
2020 Baldwin St,"Van Buren, AR 72956",Apartment,595,2,1,
1300 South Park Way # LP441,"Sanford, NC 27332",Apartment,1537,2,2,1147
806 N Throckmorton St,"Sherman, TX 75090",House,1495,3,2,1255
706 S Woodbine Rd Ste D,"Saint Joseph, MO 64507",Apartment,850,2,1,
3813 Annalise Ave,"Seguin, TX 78155",House,2600,4,2.5,2513
1143 Magnolia St Unit B,"Seguin, TX 78155",House,1395,3,2,876
136 Silverthorne Dr,"Sanford, NC 27332",House,1850,3,2.5,2148
6100 Ashbury St # 8205,"North Richland Hills, TX 76180",Apartment,1840,2,2,1131
1601 Weyland Dr # 1-2076,"North Richland Hills, TX 76180",Apartment,1134,1,1,680
1111 N Highway 123 Byp,"Seguin, TX 78155",Condo/Townhome,846,Studio,1,400
7062 Highway 64 W # 41,"Russellville, AR 72802",House,4000,3,2,1344
110 W 6th Ave,"Emporia, KS 66801",Apartment,563,1,1,650
310 Timberline Dr,"Sanford, NC 27332",House,1875,3,2.5,1892
920 Ontario St,"Jacksonville, FL 32254",House,1249,3,1,1142
4008 Scruggs Dr,"North Richland Hills, TX 76180",Apartment,1295,2,1,1010
401 E Ave,"Hutchinson, KS 67501",Apartment,650,2,1,700
4481 W Pecan St Unit 1,"Fayetteville, AR 72704",Apartment,1750,3,2,1702
400 N 18th St,"Fort Smith, AR 72901",House,1095,2,1,1036
2111-2122 N 13th St,"Fort Smith, AR 72901",Apartment,725,1,1,
950 Lincoln St,"Tecumseh, NE 68450",Apartment,Contact For Price,3-Jan,1,
1601 Weyland Dr # 2-2208,"North Richland Hills, TX 76180",Apartment,1320,1,1,874
1101 Stanley Way Unit 1,"Seguin, TX 78155",Apartment,1545,3,2,1369
6715 Buenos Aires Dr # 2051,"North Richland Hills, TX 76180",Apartment,1469,2,2,950
1921 Vicksburg St Unit 1,"Fort Smith, AR 72901",Apartment,900,4,1.5,1500
31 E 16th St SW,"Rome, GA 30161",House,980,Studio,1,920
76 Mulberry St,"Waterloo, IA 50703",Apartment,675,2,1,
6715 Buenos Aires Dr # 2066,"North Richland Hills, TX 76180",Apartment,1423,2,2,950
119 W Wilson Ave Unit 119,"Sherman, TX 75090",Apartment,1499,3,2,1233
4041 W Spring House Dr,"Fayetteville, AR 72704",House,1895,3,2,1337
2103 E Pecan St Unit 1,"Sherman, TX 75090",Apartment,1300,2,2,1115
500 Windsor Green Blvd,"Goodlettsville, TN 37072",Apartment,1764,3,2,1378
Hudson St Unit A,"Seguin, TX 78155",Condo,1475,3,2,1118
1270 N Corsica Dr,"Fayetteville, AR 72704",Apartment,2200,4,4,
620-622 Grayson Ln,"Seguin, TX 78155",Apartment,1625,3,2,1372
764 N Honey Locust Bend,"Fayetteville, AR 72704",House,1395,2,2,694
605 Grayson Ln,"Seguin, TX 78155",House,1625,3,2,1372
522 E Broadway Ave,"Enid, OK 73701",House,675,2,2,
218 Mulberry St Unit 1,"Waterloo, IA 50703",Duplex/Triplex,750,2,1,620
16183 Ashland Ave,"Ashland, CA 94580",Apartment,2195,1,1,592
290 E Compass Way,"Easley, SC 29640",Townhome,1799,3,2.5,1729
1624 Fresno St,"Fort Smith, AR 72901",Apartment,675,1,1,635
410 Kensington Ln,"Rainbow City, AL 35906",House,1800,3,2,1416
5709 E Belknap St Apt 2004,"Haltom City, TX 76117",Apartment,1010,1,1,418
204 Independence Ave,"Waterloo, IA 50703",Townhome,725,2,1,690
505 Westend Dr,"Monroe, NC 28112",Townhome,1395,2,1.5,
2522 Callier Springs Rd SE,"Rome, GA 30161",Apartment,1250,3,2,1134
812 Williams St,"Seguin, TX 78155",House,1595,3,2,1298
Brooke Vlg,"Dexter, MO 63841",Apartment,850,2,1,1200
7731 N College Cir # 7707B,"North Richland Hills, TX 76180",Apartment,1064,1,1,727
1601 Weyland Dr # 2-2205,"North Richland Hills, TX 76180",Apartment,1167,1,1,698
21908 Dequindre Rd Unit 40,"Warren, MI 48091",House,1015,1,1,402
605 N 5th St,"Union City, TN 38261",Apartment,750,1,1,560
24 Van Buren St,"Waterloo, IA 50703",House,775,2,1,
1601 Weyland Dr,"North Richland Hills, TX 76180",Apartment,1657,2,2,1261
7731 N College Cir # 7730D,"North Richland Hills, TX 76180",Apartment,1495,2,2,1067
3484 W Grouse Rd,"Fayetteville, AR 72704",House,1800,3,2,1690
1112-1114 N 14th St,"Fort Smith, AR 72901",Apartment,695,2,1,
666 N Salem Rd,"Fayetteville, AR 72704",House,2895,4,3.5,2054
907 Maple Ave SE,"Rome, GA 30161",Apartment,950,1,1,
1012 S Willow St,"Sherman, TX 75090",House,1850,3,1,1344
2755 Alton Ave,"Springdale, AR 72764",Apartment,1250,2,1,960
2618 N Ward Dr,"Fayetteville, AR 72704",Townhome,2200,3,3,1900
5108 Gentling Pl,"North Richland Hills, TX 76180",House,2050,3,2,1487
6100 Ashbury St # 5206,"North Richland Hills, TX 76180",Apartment,1840,2,2,1131
1145 Burek Cross,"Seguin, TX 78155",Apartment,1525,3,2,1372
3144 Bart Ave,"Warren, MI 48091",House,1300,2,1,820
628 Sycamore St # 2,"Waterloo, IA 50703",Condo,1400,2,2,
5933 Antonio Pl,"Seguin, TX 78155",House,1825,3,2,1440
9722 Pelsey St,"Houston, TX 77029",House,1675,3,2.5,1487
1200 Whittier Place Ln,"Emporia, KS 66801",Apartment,1155,2,1,963
6100 Ashbury St # 7310,"North Richland Hills, TX 76180",Apartment,1820,2,2,1131
1757 Willow Creek Rd,"Seguin, TX 78155",House,1900,3,2,1658
3324 W Chevaux Dr,"Fayetteville, AR 72704",Apartment,1300,2,,1400
6100 Ashbury St Apt 3211,"North Richland Hills, TX 76180",Apartment,1735,2,2,1131
403 S Broad St,"Rome, GA 30161",Apartment,875,2,1,
1321 Riverside Dr,"Logansport, IN 46947",House,675,1,1,
3200 Maple Ridge Ct,"Logansport, IN 46947",Apartment,Contact For Price,2-Jan,1,
6424 Iron Horse Blvd,"North Richland Hills, TX 76180",Apartment,1375,2,2,884
1749 Commerce Ct,"Logansport, IN 46947",Apartment,577,2,,
723 E 9th Ave,"Hutchinson, KS 67501",House,675,1,1,496
7731 N College Cir # 7704D,"North Richland Hills, TX 76180",Apartment,1799,3,2,1340
114 Green Oak Dr Unit 1,"Easley, SC 29640",Apartment,2400,5,3,2400
105 Gettys Ln Unit 224,"Easley, SC 29640",House,1290,1,1,
414 Clinton Park St,"Houston, TX 77029",House,1675,3,2,1579
3044 W Azurite St,"Fayetteville, AR 72704",House,2850,4,2.5,2421
525 N Rupple Rd,"Fayetteville, AR 72704",House,1900,3,2.5,1987
5005 NE Loraine St Apt 22,"Haltom City, TX 76117",Apartment,1200,2,1,819
608 N Keats Dr Unit 1,"Fayetteville, AR 72704",Apartment,2100,3,3.5,1776
5234 Woodend Ave,"Kansas City, KS 66106",House,1395,3,1,1020
2212 Savannah St,"Fort Smith, AR 72901",Apartment,995,2,1,916
3810 S Thompson Ave Unit 39,"Springdale, AR 72764",House,1000,2,1,
1500 Linda Dr,"Sherman, TX 75090",House,2395,4,2,2041
30 Dry Creek Rd,"Goodlettsville, TN 37072",Apartment,1019,2,2,1098
4686 Twin Hickory Lake Dr,"Glen Allen, VA 23059",Townhome,2200,2,2,1520
2275 E Emma Ave,"Springdale, AR 72764",House,1695,3,2,1750
4361 W Newton Ave,"Fayetteville, AR 72704",House,1850,3,2,1443
5709 E Belknap St Apt 1125,"Haltom City, TX 76117",Apartment,1000,1,1,418
905 E 16th St,"North Little Rock, AR 72114",House,600,2,1,672
811 W Reelfoot Ave Lot 1,"Union City, TN 38261",House,1000,2,1,
1300 South Park Way # 1228,"Sanford, NC 27332",Apartment,1260,1,1,810
3857 W Edgewater Dr,"Fayetteville, AR 72704",House,2300,3,2.5,2250
619 N Rupple Rd,"Fayetteville, AR 72704",House,3300,3,2.5,1987
21076 Atlantic Ave,"Warren, MI 48091",House,1200,2,1,696
1508 Cedar St,"New London, WI 54961",Apartment,949,2,1,850
1601 Weyland Dr # 1-2101,"North Richland Hills, TX 76180",Apartment,1720,2,2,1146
307 E Compass Way,"Easley, SC 29640",Townhome,1749,3,2.5,1634
1640 N Golf Club Dr,"Fayetteville, AR 72704",Townhome,2200,3,2.5,1400
1601 Weyland Dr # 1-1065,"North Richland Hills, TX 76180",Apartment,1029,1,1,529
316 Erin Pl,"Springdale, AR 72764",Condo,1100,2,1,974
16183 Ashland Ave,"Ashland, CA 94580",Apartment,2995,3,1,1003
1601 Weyland Dr # 2-1506,"North Richland Hills, TX 76180",Apartment,1050,1,1,568
108 W Pacific St Apt 303,"Sedalia, MO 65301",Other,1795,2,2,1500
703 W Cedar St,"Lexington, NE 68850",Apartment,1025,1,1,692
2217 Louise St Unit B,"Seguin, TX 78155",Condo,775,1,1,440
51 Cedar Creek Ct,"Van Buren, AR 72956",Apartment,550,1,1,550
1830 Alfen St,"Jacksonville, FL 32254",House,1450,3,1.5,1207
1201 Triplett Dr,"Emporia, KS 66801",Apartment,638,2,1,695
125 N Andrews Ave,"Sherman, TX 75090",House,1750,3,2,1528
310 Timberline Dr Unit 1,"Sanford, NC 27332",Apartment,1875,3,2.5,1892
636 N E St,"Rogers, AR 72756",House,2575,4,3,2625
779 S Rupple Rd Unit 1,"Fayetteville, AR 72704",Other,2400,3,3.5,1738
5823 San Geronimo,"Seguin, TX 78155",House,1650,3,2,1266
4721 S 10th St,"Fort Smith, AR 72901",Apartment,500,1,1,650
202 Irving St,"Waterloo, IA 50703",Townhome,725,2,1,710
5521 Davis Blvd,"North Richland Hills, TX 76180",Apartment,1321,1,1,719
320 E 4th St,"Sedalia, MO 65301",Apartment,610,1,1,
300 N Milam St Apt 6,"Seguin, TX 78155",Condo,1025,1,1,750
611 Vine St,"Van Buren, AR 72956",Apartment,1050,3,2,
296 E Compass Way,"Easley, SC 29640",Townhome,1799,3,2.5,1729
2905-2907 Alabama Ave,"Fort Smith, AR 72901",Apartment,550,1,1,712
249 Erin Pl,"Springdale, AR 72764",Apartment,1095,2,1,975
6100 Ashbury St # 7213,"North Richland Hills, TX 76180",Apartment,1480,1,1,726
1406 Virginia Ave,"Monroe, NC 28112",House,1995,3,2,
6100 Ashbury St # 7103,"North Richland Hills, TX 76180",Apartment,1470,1,1,726
8341 Emerald Hills Way,"North Richland Hills, TX 76180",Apartment,1147,1,1,726
828 Montgomery,"Sherman, TX 75090",House,1725,3,2,1265
105 E 11th St SW Apt 2,"Rome, GA 30161",Apartment,750,2,1,600
1300 South Park Way # LP427,"Sanford, NC 27332",Apartment,1330,1,1,810
1028 Hood Ave,"Jacksonville, FL 32254",House,1425,3,2,1073
1300 South Park Way # TL236,"Sanford, NC 27332",Apartment,1565,2,2,1159
3324 S Old Missouri Rd,"Springdale, AR 72764",Apartment,1409,3-Jan,2-Jan,726 - 1137
600 N Montgomery St,"Sherman, TX 75090",House,2900,3,2,1200
1519 N Corsica Dr,"Fayetteville, AR 72704",House,2095,4,2,2007
1002 N Hemlock St,"Pine Bluff, AR 71602",Apartment,475,1,1,
5151 Broadway Ave,"Haltom City, TX 76117",House,975,1,1,
4324 W Newton Ave,"Fayetteville, AR 72704",House,1800,3,2,1463
5613 Coventry Park Dr,"Haltom City, TX 76117",Apartment,1010,1,1,521
811 N Pleasant St,"Springdale, AR 72764",Apartment,900,1,1,560
4092 W Santa Maria Ln,"Fayetteville, AR 72704",Other,2200,3,2.5,1703
7 Coral Ave SW,"Rome, GA 30161",House,1150,2,1,
3009 Quincy St # 1-8,"Fort Smith, AR 72901",Apartment,500,1,1,600
100 Rudy St NE,"Rome, GA 30161",Apartment,750,2,1,787
4 Monroe Ct,"Russellville, AR 72802",House,1100,3,1.5,1264
401 N Reeds Bridge Dr,"Fayetteville, AR 72704",House,3800,4,2.5,2110
9012 Courtenay St,"North Richland Hills, TX 76180",Apartment,1569,Studio,1,638
2616 N Ward Dr,"Fayetteville, AR 72704",Townhome,1950,3,2.5,1900
14 W 1st Ave,"Hutchinson, KS 67501",Apartment,1950,2,2,1500
4910 Pageland Hwy,"Monroe, NC 28112",House,2000,2,1,
5613 Ezell St Ezell St Unit 5613,"Haltom City, TX 76117",Apartment,900,1,1,336
3228 Dignan St,"Jacksonville, FL 32254",House,1300,4,1.5,1056
10985 Roxbury Plz,"Omaha, NE 68137",Apartment,850,1,1,725
849 Superior St,"Jacksonville, FL 32254",House,1300,2,1,795
8359 N Harwood Rd,"North Richland Hills, TX 76180",Apartment,1759,3,2,1267
404 N Cold Harbor Ave,"Fayetteville, AR 72704",House,1800,3,2,1529
1226 Stone Marker Dr,"Monroe, NC 28112",House,2095,4,2.5,2098
1143 Magnoila St Unit A,"Seguin, TX 78155",House,1395,3,2,876
755 Lyon Loop,"Springdale, AR 72764",House,2600,4,3,2280
112 Loma Verde Dr,"San Lorenzo, CA 94580",Townhome,2900,2,2,1064
5944 Texas Spur,"Seguin, TX 78155",House,1850,3,2,1440
3412 Seguin Rd,"Seguin, TX 78155",Condo,1695,3,2,1372
105 Gettys Ln,"Easley, SC 29640",Apartment,1740,3,2,1390
201 White Hall Ave Unit 10,"White Hall, AR 71602",Apartment,700,2,1.5,
3063 N Highway 123 Byp,"Seguin, TX 78155",Apartment,1145,1,1,539
500/500 5/502/502 # 5,"Fort Smith, AR 72901",Apartment,475,1,1,638
109 Sanders St,"Shelbyville, TN 37160",House,1650,3,2,1437
3063 N Highway 123 Byp,"Seguin, TX 78155",Apartment,1464,3,2,1311
3810 S Thompson Ave Unit 14,"Springdale, AR 72764",House,1400,3,2,
630 W Riverfront Dr,"North Little Rock, AR 72114",Apartment,1205,1,1,638
701 Masters Row Apt F,"Glen Allen, VA 23059",Condo,1800,2,2,1150
1007 S 25th St,"Fort Smith, AR 72901",Apartment,650,2,1,
1601 S Fresno St,"Fort Smith, AR 72901",Apartment,535,1,1,700
1600 LA Salle Dr,"Sherman, TX 75090",Apartment,925,2,2,900
305 E Compass Way,"Easley, SC 29640",Townhome,1749,3,2.5,1634
2104 Savannah St # 1,"Fort Smith, AR 72901",Condo,850,2,1,
609 Landers St,"Shelbyville, TN 37160",Apartment,1020,2,1,977
4888 FM 467 Apt 1,"Seguin, TX 78155",Apartment,1200,3,2,1050
9012 Courtenay St,"North Richland Hills, TX 76180",Apartment,2089,3,2,1326
1601 Weyland Dr # 1-2047,"North Richland Hills, TX 76180",Apartment,1134,1,1,680
700 S 39th St,"Van Buren, AR 72956",House,1250,3,2,1231
6100 Browning Dr,"North Richland Hills, TX 76180",Apartment,1399,3-Jan,2-Jan,630 - 1295
1414 S Powell St Apt 203,"Springdale, AR 72764",Condo,695,1,1,400
6715 Buenos Aires Dr # 2096,"North Richland Hills, TX 76180",Apartment,1469,2,2,950
701 W Cedar St,"Lexington, NE 68850",Apartment,1025,1,1,692
4479 W Topeka Ave,"Fayetteville, AR 72704",House,1925,3,2,1669
3072 W 19th St Unit 1,"Jacksonville, FL 32254",Apartment,1300,3,2,1166
1601 Weyland Dr # 1-2045,"North Richland Hills, TX 76180",Apartment,1134,1,1,680
3556 W Country Meadows St,"Fayetteville, AR 72704",House,1695,3,2,1425
1921 Deborah Dr,"Sherman, TX 75090",House,1650,3,1,842
605 Valley Dr,"Emporia, KS 66801",Apartment,500,2,2,
704 N Harrison Ave Unit 100,"Sherman, TX 75090",Townhome,1395,3,2.5,1392
26636 Ryan Rd,"Warren, MI 48091",Apartment,875,1,1,700
1017-1019 S 19th,"Fort Smith, AR 72901",Apartment,750,2,1,1000
5325 N Oak St,"Springdale, AR 72764",Apartment,985,1,1,673
3055 Dignan St,"Jacksonville, FL 32254",House,1695,3,2,1050
838 Saint James,"Seguin, TX 78155",House,2095,4,2,
2908 Kading Rd,"Perry, IA 50220",Apartment,875,3,1,1008
320 E Compass Way,"Easley, SC 29640",Townhome,1799,3,2.5,1729
4222 Bernice St Apt B,"Haltom City, TX 76117",Condo,1225,3,1,722
324 S 12th St,"Fort Smith, AR 72901",House,1000,2,2,823
7265 Forest Dr,"Kansas City, KS 66106",Apartment,979,1,1,640
608 N Salem Rd,"Fayetteville, AR 72704",House,2895,4,3.5,2054
1800 S W St,"Fort Smith, AR 72901",House,1095,2,1,915
105 Gettys Ln Unit 1324,"Easley, SC 29640",House,1508,2,2,
4175 W Santa Maria Ln,"Fayetteville, AR 72704",Other,550,1,1,
780 N Malbec Rd,"Fayetteville, AR 72704",House,2445,4,2.5,1818
7259 Republic Ave,"Warren, MI 48091",House,1050,3,1,700
360 Hollingsworth Ave Unit 608,"Rainbow City, AL 35906",Apartment,895,1,1,1000
692 N Honey Locust Bnd,"Fayetteville, AR 72704",House,1395,2,2,694
317 E Compass Way,"Easley, SC 29640",Townhome,1749,3,2.5,1634
105 Brockhampton Ct,"Goodlettsville, TN 37072",House,1955,3,2,1276
323-329 S 6th St,"Van Buren, AR 72956",Apartment,750,2,1,
202 Independence Ave,"Waterloo, IA 50703",Townhome,725,2,1,690
1312 Fosteria Ln,"Monroe, NC 28112",House,1899,3,2,1496
1705 S Q St,"Fort Smith, AR 72901",Apartment,795,1,1,470
1610 Maple St,"Hanceville, AL 35077",House,1050,2,1,
176 Navarro Crossing Navarro Xing Unit 176,"Seguin, TX 78155",Duplex/Triplex,2000,3,2,1136
6100 Ashbury St # 9304,"North Richland Hills, TX 76180",Apartment,1760,2,2,1082
505 E Hudson St Apt B,"Monroe, NC 28112",Condo,1150,3,1,1120
3320 Blackbird Ter,"Fayetteville, AR 72704",House,1395,2,2,694
1533 Merchant St,"Emporia, KS 66801",Apartment,400,Studio,1,390
500-514 Pine St,"Waterloo, IA 50703",Apartment,700,1,1,608
2306 San Jacinto Way,"Sherman, TX 75090",House,1995,3,2,1680
125 Sunlite Rd,"Shelbyville, TN 37160",Apartment,710,3,2,1244
6100 Ashbury St # 7110,"North Richland Hills, TX 76180",Apartment,1480,1,1,726
3325 Willowcrest Dr,"North Richland Hills, TX 76117",Apartment,905,1,1,660
3601 W 18th Ave,"Emporia, KS 66801",Apartment,870,1,1,674
8341 Emerald Hills Way,"North Richland Hills, TX 76180",Apartment,1622,2,2,1030
300 Neely Ave,"Shelbyville, TN 37160",Apartment,990,2,1,1050
2702 Bluff Ave,"Fort Smith, AR 72901",Apartment,700,2,1,850
615 W Maple Ave Apt 5,"Enid, OK 73701",House,550,1,1,
2019 E Eucalyptus Ave,"Enid, OK 73701",House,725,2,1,
1906 E Pine Ave,"Enid, OK 73701",House,650,2,1,1018
1201 E Broadway Ave Apt J,"Enid, OK 73701",House,700,1,1,
624 N 10th St,"Enid, OK 73701",House,695,2,1,
609 N 13th St,"Enid, OK 73701",House,450,2,1,1080
222 222 and 224 W Iowa,"Enid, OK 73701",Apartment,575,1,1,
522 E Broadway Ave,"Enid, OK 73701",House,675,2,2,
566 Alice St,"Zeeland, MI 49464",House,2850,4,1.5,2618
222 224 W Iowa,"Enid, OK 73701",Apartment,575,1,1,
1510 E Broadway Ave,"Enid, OK 73701",Apartment,615,1,1,850
1910 N Grand St,"Enid, OK 73701",House,2000,2,1,
8339 Roxburo St,"Zeeland, MI 49464",Apartment,2510,2,2,1127 - 1620
1201 E Broadway Ave Apt B,"Enid, OK 73701",House,625,1,1,956
